鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
桃園區,房地(土地+建物),桃園市桃園區三民路一段６６之２號六樓之二,8.17,都市：其他:河川區,,,1100910,土地2建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840511,71.61,2,2,1,有,有,5500000,76805,,0.0,0,,RPTQMLRKRHGGFAH09DA,52.47,6.48,0.0,有,2.0
桃園區,房地(土地+建物)+車位,桃園市桃園區泰山街１１號十三樓,12.15,都市：其他:住宅區,,,1100824,土地1建物1車位1,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851113,157.78,3,2,2,有,有,8680000,55013,坡道平面,0.0,0,,RPXNMLNLRHGGFAH88DA,126.37,11.46,0.0,有,
桃園區,房地(土地+建物),桃園市桃園區明德街１７號四樓　　,11.7,都市：其他:住宅區,,,1100801,土地1建物1車位0,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831005,101.58,3,2,2,有,有,6600000,64973,,0.0,0,,RPOOMLSLRHGGFAH58DA,71.27,13.79,0.0,有,4.0
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６５２號八樓,24.94,都市：其他:住宅區,,,1091120,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,166.45999999999998,3,2,2,有,有,12680000,86032,坡道平面,42.32,2000000,,RPPNMLNJIIGGFAH07DA,76.8,6.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６５２號十二樓,24.42,都市：其他:住宅區,,,1100530,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,162.93,3,2,2,有,有,13350000,91436,坡道平面,38.8,2000000,,RPQNMLNJIIGGFAH17DA,76.8,6.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６５２號十五樓,24.42,都市：其他:住宅區,,,1100112,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,162.93,3,2,2,有,有,12880000,87650,坡道平面,38.8,2000000,,RPRNMLNJIIGGFAH27DA,76.8,6.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６５０號八樓,18.42,都市：其他:住宅區,,,1100430,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,123.15,2,1,1,有,有,9470000,87697,坡道平面,35.69,1800000,,RPSNMLNJIIGGFAH37DA,53.87,4.76,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６５０號十一樓,18.91,都市：其他:住宅區,,,1100515,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,126.27000000000001,2,1,1,有,有,9600000,88030,坡道平面,38.8,1900000,,RPTNMLNJIIGGFAH47DA,53.87,4.76,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６３８號四樓,24.33,都市：其他:住宅區,,,1091224,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,162.37,3,2,2,有,有,12150000,82544,坡道平面,38.8,1950000,,RPUNMLNJIIGGFAH57DA,76.44,6.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６３８號六樓,24.33,都市：其他:住宅區,,,1100424,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,162.37,3,2,2,有,有,12720000,87157,坡道平面,38.8,1950000,,RPVNMLNJIIGGFAH67DA,76.44,6.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６３８號八樓,24.33,都市：其他:住宅區,,,1100410,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,162.37,3,2,2,有,有,12550000,86995,坡道平面,38.8,1800000,,RPWNMLNJIIGGFAH77DA,76.44,6.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６３８號十二樓,24.33,都市：其他:住宅區,,,1100116,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,162.37,3,2,2,有,有,12750000,87804,坡道平面,38.8,1900000,,RPXNMLNJIIGGFAH87DA,76.44,6.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６３６號四樓,19.66,都市：其他:住宅區,,,1091127,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,131.35,2,1,1,有,有,9280000,78660,坡道平面,38.8,2000000,,RPOOMLNJIIGGFAH07DA,56.69,5.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路６３６號五樓,19.18,都市：其他:住宅區,,,1091219,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100729,128.23000000000002,2,1,1,有,有,9200000,79965,坡道平面,35.69,1800000,,RPPOMLNJIIGGFAH17DA,56.69,5.36,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄６號三樓,16.2,都市：其他:住宅區,,,1090918,土地3建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,124.09,2,2,2,有,有,8880000,72746,坡道平面,25.39,1700000,,RPRQMLOJIIGGFAH67DA,60.83,4.79,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄２０號四樓,15.76,都市：其他:住宅區,,,1091016,土地3建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,121.32,2,2,2,有,有,8800000,75055,坡道平面,25.39,1600000,,RPTQMLOJIIGGFAH87DA,59.34,4.43,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄２０號六樓,15.76,都市：其他:住宅區,,,1090925,土地3建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,121.32,2,2,2,有,有,8880000,75889,坡道平面,25.39,1600000,,RPUQMLOJIIGGFAH97DA,59.34,4.43,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄２０號十四樓,15.76,都市：其他:住宅區,,,1100305,土地3建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,119.32,2,2,2,有,有,9620000,84645,坡道平面,23.39,1500000,,RPVQMLOJIIGGFAH08DA,59.34,4.43,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄１８號九樓,15.72,都市：其他:住宅區,,,1090907,土地3建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,121.21,2,2,2,有,有,8800000,78272,坡道平面,25.39,1300000,,RPWQMLOJIIGGFAH18DA,59.2,4.46,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄１６號三樓,18.91,都市：其他:住宅區,,,1100128,土地3建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,140.82999999999998,3,2,2,有,有,10700000,77963,坡道平面,25.39,1700000,,RPORMLOJIIGGFAH47DA,70.76,5.91,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄１６號六樓,18.91,都市：其他:住宅區,,,1090926,土地3建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,140.82999999999998,3,2,2,有,有,10750000,78396,坡道平面,25.39,1700000,,RPPRMLOJIIGGFAH57DA,70.76,5.91,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３８５巷５１弄１０號十樓,12.97,都市：其他:住宅區,,,1090926,土地3建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100601,104.28999999999999,2,2,2,有,有,7900000,78580,坡道平面,25.39,1700000,,RPURMLOJIIGGFAH08DA,47.57,4.87,0.0,有,
桃園區,房地(土地+建物),桃園市桃園區安慶街１３３巷２３號八樓,10.99,都市：其他:住宅區,,,1100803,土地1建物1車位0,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830411,93.52000000000001,3,2,2,有,有,7200000,76989,,0.0,0,,RPRSMLLJIIGGFAH57DA,72.53,10.2,0.0,有,
桃園區,房地(土地+建物),桃園市桃園區龍安街６９號十三樓,17.52,都市：其他:第二種住宅區,,,1100811,土地1建物1車位0,十三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841215,151.14999999999998,4,2,2,有,有,8500000,56236,,0.0,0,,RPUSMLLJIIGGFAH87DA,110.48,17.81,0.0,有,5.0
桃園區,房地(土地+建物)+車位,桃園市桃園區力行路３３９號二樓之１,24.21,都市：其他:住宅區,,,1100914,土地1建物1車位1,二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071011,172.9,3,2,2,有,有,14380000,93428,坡道平面,37.18,1700000,有露台,RPRNMLOJIIGGFAH37DA,84.13,7.07,0.0,有,6.0
桃園區,房地(土地+建物)+車位,桃園市桃園區正康三街１４８號十樓,16.73,都市：其他:住宅區,,,1101001,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860925,125.72,3,2,2,有,有,8180000,65065,坡道平面,21.43,0,,RPXOMLPJIIGGFAH18DA,65.58,7.59,0.0,有,7.0
桃園區,房地(土地+建物)+車位,桃園市桃園區大有路５７３號三樓之２,15.84,都市：其他:住宅區,,,1100912,土地2建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840610,162.2,3,2,2,有,有,8300000,51171,坡道平面,0.0,0,,RPRPMLPJIIGGFAH67DA,77.19,16.43,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區文中東路８８號二樓,22.08,都市：其他:住宅區,,,1100327,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100610,144.13,3,2,2,有,有,12300000,90341,坡道平面,27.35,1750000,預售屋、或土地及建物分件登記案件；,RPPRMLPJIIGGFAH67DA,71.42,7.03,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區文中東路１０２號四樓,25.42,都市：其他:住宅區,,,1090919,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100610,159.34,4,2,2,有,有,11550000,74627,坡道平面,27.35,1700000,預售屋、或土地及建物分件登記案件；,RPQRMLPJIIGGFAH77DA,83.02,7.29,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區文中東路１００號七樓,24.09,都市：其他:住宅區,,,1090708,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100610,152.36,3,2,2,有,有,11060000,76474,坡道平面,27.35,1500000,預售屋、或土地及建物分件登記案件；,RPSRMLPJIIGGFAH97DA,78.34,7.21,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區忠一路２００號,27.36,都市：其他:住宅區,,,1100302,土地1建物1車位2,一層，見其他登記事項,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100610,196.39,0,0,1,有,有,19720000,113064,坡道平面,54.7,3700000,預售屋、或土地及建物分件登記案件；,RPWRMLPJIIGGFAH38DA,79.18,17.81,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區文中東路８２號五樓,18.87,都市：其他:住宅區,,,1090720,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100610,127.09,2,2,1,有,有,8920000,74393,坡道平面,27.35,1500000,預售屋、或土地及建物分件登記案件；,RPXQMLPJIIGGFAH38DA,60.44,6.58,0.0,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區慈德街１２８號七樓,15.44,都市：其他:住宅區,,,1100902,土地3建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930720,144.95,3,2,2,有,有,10300000,71059,坡道平面,0.0,0,陽台外推；,RPUQMLQJIIGGFAH18DA,79.75,6.78,0.0,有,8.0
桃園區,房地(土地+建物)+車位,桃園市桃園區經國路３９３巷６號十五樓,12.65,都市：其他:住宅區,,,1100924,土地1建物1車位1,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831017,163.57999999999998,3,2,2,有,有,9900000,60521,坡道平面,0.0,0,,RPOSMLQJIIGGFAH77DA,85.43,13.17,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區環北路３４８號十七樓之２,14.47,都市：其他:住宅區,,,1100524,土地1建物1車位2,十七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980629,215.44,4,2,2,有,有,20320000,110440,坡道平面,63.14,3500000,其他增建；,RPUTMLOLNHGGFBH98DA,109.55,15.56,0.0,有,
中壢區,房地(土地+建物),桃園市中壢區中園路２２號三樓之１７,7.45,都市：其他:住宅區,,,1100909,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960301,82.45,2,2,1,有,有,5100000,61856,,0.0,0,,RPXOMLLKRHGGFBH78DA,54.47,5.07,0.0,有,13.0
中壢區,房地(土地+建物)+車位,桃園市中壢區青商路３６１號二樓,20.8,都市：其他:第二種商業區,,,1100714,土地1建物1車位1,二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040312,195.25,3,2,2,有,有,15900000,81434,坡道平面,22.3,0,,RPTNMLQKRHGGFBH78DA,100.92,16.68,0.0,有,15.0
中壢區,房地(土地+建物)+車位,桃園市中壢區永裕路６６號六樓,7.99,都市：其他:住宅區,,,1100927,土地1建物1車位1,六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050628,66.21000000000001,2,1,1,有,有,4075000,61547,坡道平面,32.24,0,親友、員工、共有人或其他特殊關係間之交易；,RPTWMLRLRHGGFBH27DA,29.12,4.93,0.0,有,17.0
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵南路一段３７６號九樓,62.36,都市：其他:第一種商業區,,,1100629,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040105,415.34000000000003,4,2,3,有,有,34520000,83113,坡道平面,60.38,0,,RPRPMLTLRHGGFBH56DA,206.57,23.44,0.0,有,18.0
中壢區,房地(土地+建物)+車位,桃園市中壢區環西路二段３５２之１１號四樓,12.55,都市：其他:住宅區,,,1100909,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001215,149.91,2,2,2,有,有,10700000,71376,坡道平面,0.0,0,,RPPUMLKMRHGGFBH68DA,76.15,11.28,0.0,有,19.0
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１７３號三樓,18.31,都市：其他:住宅區,,,1100715,土地1建物1車位2,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,169.10000000000002,3,2,2,有,有,14200000,116977,坡道平面,69.08,2500000,含裝潢費；預售屋、或土地及建物分件登記案件；,RPRNMLOJIIGGFBH47DA,60.21,5.63,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１５９號二樓,14.5,都市：其他:住宅區,,,1100718,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,115.61,2,2,1,有,有,10450000,114099,坡道平面,34.54,1200000,含裝潢費；預售屋、或土地及建物分件登記案件；,RPOOMLOJIIGGFBH27DA,46.42,6.82,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１５９號四樓,14.5,都市：其他:住宅區,,,1100718,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,115.61,2,2,1,有,有,10270000,112495,坡道平面,34.54,1150000,含裝潢費；預售屋、或土地及建物分件登記案件；,RPPOMLOJIIGGFBH37DA,46.42,6.82,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１５９號十三樓,14.5,都市：其他:住宅區,,,1100713,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,115.61,2,2,1,有,有,10600000,115949,坡道平面,34.54,1200000,含裝潢費；預售屋、或土地及建物分件登記案件；,RPQOMLOJIIGGFBH47DA,46.42,6.82,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１７５號八樓,13.85,都市：其他:住宅區,,,1100414,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,112.0,2,2,1,有,有,9590000,107736,坡道平面,33.66,1150000,預售屋、或土地及建物分件登記案件；,RPTNMLOJIIGGFBH67DA,44.01,6.88,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１５５號九樓,15.59,都市：其他:住宅區,,,1100405,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,121.83000000000001,2,2,1,有,有,10630000,106952,坡道平面,33.66,1200000,預售屋、或土地及建物分件登記案件；,RPPPMLOJIIGGFBH47DA,50.87,6.56,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１５３號三樓,14.5,都市：其他:住宅區,,,1100810,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,115.61,2,2,1,有,有,11500000,126434,坡道平面,34.54,1250000,含裝潢費；預售屋、或土地及建物分件登記案件；,RPQPMLOJIIGGFBH57DA,46.42,6.82,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１４３號七樓,19.23,都市：其他:住宅區,,,1100715,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,174.64,3,2,2,有,有,13650000,105627,坡道平面,69.08,2500000,預售屋、或土地及建物分件登記案件；,RPVPMLOJIIGGFBH08DA,60.68,8.7,0.0,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區永昌路１４７號,22.06,都市：其他:住宅區,,,1091129,土地1建物1車位2,一層，見其他登記事項,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,190.71,2,2,2,有,有,15400000,102926,坡道平面,67.32,2700000,預售屋、或土地及建物分件登記案件；,RPQQMLOJIIGGFBH67DA,69.07,11.08,0.0,有,
中壢區,房地(土地+建物),桃園市中壢區中華路二段３３０號七樓之１６　　　,6.01,都市：其他:住宅區,,,1100917,土地1建物1車位0,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830924,62.379999999999995,2,1,1,有,有,4190000,67169,,0.0,0,,RPPOMLQJIIGGFBH57DA,44.37,7.85,0.0,有,27.0
中壢區,房地(土地+建物)+車位,桃園市中壢區青埔二街１６９號九樓,28.23,都市：其他:住宅區,,,1100905,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050910,217.32999999999998,3,2,2,有,有,16150000,91740,坡道平面,70.72,2700000,預售屋、或土地及建物分件登記案件；,RPVQMLQJIIGGFBH38DA,91.12,9.74,0.0,有,
中壢區,房地(土地+建物),桃園市中壢區龍岡路三段１１５巷６５弄１１號十三樓,17.44,都市：其他:商業區,,,1100910,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010312,114.02,2,1,2,有,有,5900000,51745,,0.0,0,,RPRRMLRJIIGGFBH18DA,67.69,11.42,0.0,有,31.0
龍潭區,房地(土地+建物)+車位,桃園市龍潭區龍平路８１２號二樓,33.53,,一般農業區,甲種建築用地,1100711,土地2建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090120,169.93,3,2,2,有,有,8300000,54091,坡道平面,45.14,1550000,,RPPNMLQLRHGGFCH58DA,71.08,12.54,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區龍平路８１８號二樓,33.53,,一般農業區,甲種建築用地,1100825,土地2建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090120,165.07,3,2,2,有,有,8200000,53686,坡道平面,40.27,1500000,,RPQNMLQLRHGGFCH68DA,71.08,12.54,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區百福街１１２號二樓,40.66,都市：其他:住宅區,,,1100807,土地1建物1車位2,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090730,244.01,4,2,2,有,有,14350000,62374,坡道平面,60.44,2900000,,RPRPMLLJIIGGFCH47DA,110.31,12.25,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區百福街１２０號二樓,31.27,都市：其他:住宅區,,,1100818,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090730,174.87,3,2,2,有,有,10300000,62787,坡道平面,33.12,1400000,,RPTPMLLJIIGGFCH67DA,87.03,7.63,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區光明路４３號十四樓之３,34.45,都市：其他:住宅區,,,1100828,土地1建物1車位2,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000725,248.43,3,2,2,有,有,14250000,57360,坡道平面,0.0,0,,RPPNMLPJIIGGFCH47DA,118.42,17.36,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中豐路４６１巷１０６弄５０之６號二樓,30.39,,鄉村區,乙種建築用地,1100821,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060817,142.88,2,2,1,有,有,9280000,69667,坡道平面,29.77,1400000,,RPTOMLQJIIGGFCH08DA,69.31,7.04,0.0,有,
龍潭區,房地(土地+建物)+車位,桃園市龍潭區中豐路４６１巷１０６弄５０之６號十三樓,30.91,,鄉村區,乙種建築用地,1100710,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060817,142.88,2,2,1,有,有,9220000,70020,坡道平面,29.77,1300000,,RPUOMLQJIIGGFCH18DA,69.31,7.04,0.0,有,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區梅獅路二段２８１號十五樓,21.37,都市：其他:住宅區,,,1090608,土地2建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100723,131.69,2,2,1,有,有,4880000,38283,坡道平面,36.87,1250000,預售屋、或土地及建物分件登記案件；,RPVNMLSLRHGGFDH86DA,57.82,7.89,0.0,有,
楊梅區,房地(土地+建物),桃園市楊梅區裕成南路３８０號９樓之２,4.26,,山坡地保育區,丙種建築用地,1100914,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861224,30.09,1,1,1,有,有,1360000,45198,,0.0,0,,RPWRMLKMRHGGFDH66DA,18.6,2.7,0.0,有,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區吉林路４９號八樓之１,17.96,都市：其他:住宅區,,,1100903,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921205,166.99,4,2,2,有,有,12180000,72938,坡道平面,0.0,1400000,陽台外推；其他增建；,RPQPMLNJRHGGFEH58DA,95.03,13.98,0.0,有,
八德區,房地(土地+建物),桃園市八德區中華路３３２號五樓之３,10.38,都市：其他:第二種住宅區,,,1100827,土地1建物1車位0,五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850803,101.05,3,2,2,有,有,4800000,47501,,0.0,0,,RPSQMLRLQHGGFFH86DA,70.95,7.32,0.0,有,
八德區,房地(土地+建物)+車位,桃園市八德區公園路１５２號十九樓,13.54,都市：其他:住宅區,,,1070703,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100622,108.32,2,2,2,有,有,7130000,77716,坡道平面,30.73,1100000,轉讓日期：109/8/14，增加金額：62萬元整預售屋、或土地及建物分件登記案件；,RPVPMLLJRHGGFFH98DA,51.29,2.13,0.0,有,
八德區,房地(土地+建物)+車位,桃園市八德區中華路５巷５２號二樓,27.12,都市：其他:第二種住宅區,,,1100905,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040827,197.48000000000002,3,2,2,有,有,12100000,69310,坡道平面,47.43,1700000,,RPPOMLOJIIGGFFH77DA,86.79,13.9,0.0,有,
八德區,房地(土地+建物)+車位,桃園市八德區公園路１５６號十二樓,20.24,都市：其他:住宅區,,,1070708,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100622,156.0,3,2,2,有,有,10730000,73596,坡道平面,25.15,1100000,預售屋、或土地及建物分件登記案件；,RPQNMLQJIIGGFFH97DA,81.58,8.86,0.0,有,
八德區,房地(土地+建物)+車位,桃園市八德區公園路１４６號十樓,13.5,都市：其他:住宅區,,,1070714,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100622,102.55000000000001,2,2,2,有,有,6650000,72997,坡道平面,25.15,1000000,預售屋、或土地及建物分件登記案件；,RPRNMLQJIIGGFFH08DA,51.14,2.13,0.0,有,
八德區,房地(土地+建物)+車位,桃園市八德區公園路１６０號二十一樓,23.73,都市：其他:住宅區,,,1080904,土地1建物1車位2,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100622,191.45,3,2,2,有,有,13020000,78621,坡道平面,61.46,2800000,預售屋、或土地及建物分件登記案件；,RPSNMLQJIIGGFFH18DA,81.13,8.57,0.0,有,
八德區,房地(土地+建物)+車位,桃園市八德區公園路１４０號十四樓,14.46,都市：其他:住宅區,,,1071020,土地1建物1車位1,十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100622,115.53,2,2,2,有,有,6960000,69104,坡道平面,30.73,1100000,預售屋、或土地及建物分件登記案件；,RPTNMLQJIIGGFFH28DA,56.07,2.3,0.0,有,
八德區,房地(土地+建物)+車位,桃園市八德區公園路１５６號十五樓,20.28,都市：其他:住宅區,,,1070505,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100622,161.53,3,2,2,有,有,10910000,74235,坡道平面,30.73,1200000,預售屋、或土地及建物分件登記案件；,RPUNMLQJIIGGFFH38DA,81.46,8.8,0.0,有,
八德區,房地(土地+建物)+車位,桃園市八德區公園路１４６號,55.18,都市：其他:住宅區,,,1070626,土地1建物1車位3,一層，見其他登記事項,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100622,426.73,3,2,2,有,有,30670000,79721,坡道平面,92.19,4000000,預售屋、或土地及建物分件登記案件；,RPVNMLQJIIGGFFH48DA,162.32,64.32,0.0,有,
